IND_IS_INVERTED	69974
SEQ_WIN_NER_L_1_R_1_%|%O%|%O	66826
SEQ_INV_WIN_NER_L_1_R_1_%|%O%|%O	61495
IND_STARTS_WITH_CAPITAL_%|%True%|%True	54425
IND_INV_STARTS_WITH_CAPITAL_%|%True%|%True	51576
SEQ_WIN_NER_L_2_R_1_%|%O@|@O%|%O	48771
SEQ_INV_WIN_NER_L_2_R_1_%|%O@|@O%|%O	45029
SEQ_NGRAM_1_%|%~!,	44917
SEQ_WIN_NER_L_1_R_2_%|%O%|%O@|@O	43862
SEQ_INV_WIN_NER_L_1_R_2_%|%O%|%O@|@O	40579
SEQ_WIN_NER_L_3_R_1_%|%O@|@O@|@O%|%O	39823
SEQ_INV_NGRAM_1_%|%~!,	38068
SEQ_INV_WIN_NER_L_3_R_1_%|%O@|@O@|@O%|%O	36637
SEQ_WIN_NER_L_1_R_3_%|%O%|%O@|@O@|@O	34110
SEQ_WIN_NER_L_2_R_2_%|%O@|@O%|%O@|@O	33891
SEQ_INV_WIN_NER_L_1_R_3_%|%O%|%O@|@O@|@O	32247
SEQ_INV_WIN_NER_L_2_R_2_%|%O@|@O%|%O@|@O	31314
SEQ_NGRAM_1_%|%~!the	30367
SEQ_WIN_NER_L_3_R_2_%|%O@|@O@|@O%|%O@|@O	28128
SEQ_WIN_NER_L_2_R_3_%|%O@|@O%|%O@|@O@|@O	26540
IND_STARTS_WITH_CAPITAL_%|%True%|%False	26537
SEQ_INV_WIN_NER_L_3_R_2_%|%O@|@O@|@O%|%O@|@O	25864
SEQ_INV_WIN_NER_L_2_R_3_%|%O@|@O%|%O@|@O@|@O	24958
SEQ_INV_NGRAM_1_%|%~!the	24422
SEQ_NGRAM_1_%|%~!and	23531
SEQ_WIN_NER_L_3_R_3_%|%O@|@O@|@O%|%O@|@O@|@O	22518
SEQ_INV_WIN_NER_L_3_R_3_%|%O@|@O@|@O%|%O@|@O@|@O	20848
SEQ_INV_NGRAM_1_%|%~!and	20238
SEQ_NGRAM_1_%|%~!a	20038
SEQ_NGRAM_1_%|%~!be	19484
SEQ_NGRAM_1_%|%~!in	19341
SEQ_NGRAM_1_%|%~!of	19105
IND_INV_STARTS_WITH_CAPITAL_%|%True%|%False	18254
SEQ_INV_NGRAM_1_%|%~!of	16695
SEQ_NGRAM_1_%|%~!to	15913
DEP_BETW_L_%|%dep@|@dep	14924
DEP_INV_BETW_L_%|%dep@|@dep	13420
SEQ_NGRAM_1_%|%~!'s	13056
SEQ_INV_NGRAM_1_%|%~!a	12960
SEQ_INV_NGRAM_1_%|%~!be	12618
SEQ_INV_NGRAM_1_%|%~!to	12600
DEP_BETW_%|%dep@|@~!.@|@dep	12558
DEP_BETW_D_%|%dep@|@~!.@|@dep	12558
DEP_INV_BETW_D_%|%dep@|@~!.@|@dep	11434
DEP_INV_BETW_%|%dep@|@~!.@|@dep	11434
IND_KW_%|%founder	10823
SEQ_INV_NGRAM_1_%|%~!in	10335
IND_INV_KW_%|%founder	9386
SEQ_INV_NGRAM_1_%|%~!'s	9214
SEQ_NGRAM_1_%|%~!he	9109
SEQ_NGRAM_1_%|%~!have	8858
SEQ_NER_%|%O	8786
SEQ_NGRAM_1_%|%~!for	7697
SEQ_NGRAM_1_%|%~!on	7370
SEQ_NGRAM_1_%|%~!say	7124
SEQ_INV_NER_%|%O	7086
SEQ_NGRAM_1_%|%~!that	7070
SEQ_NGRAM_1_%|%~!with	6885
SEQ_INV_WIN_NER_L_2_R_1_%|%PERSON@|@O%|%O	6566
SEQ_INV_NGRAM_1_%|%~!with	6492
SEQ_INV_NGRAM_1_%|%~!he	6440
SEQ_INV_NGRAM_1_%|%~!''	6382
SEQ_NGRAM_1_%|%~!``	6058
SEQ_NGRAM_1_%|%~!who	6013
SEQ_NGRAM_1_%|%~!''	5954
SEQ_NGRAM_1_%|%~!-lrb-	5944
SEQ_INV_NGRAM_1_%|%~!for	5871
SEQ_INV_NGRAM_1_%|%~!have	5804
SEQ_WIN_NER_L_2_R_1_%|%PERSON@|@O%|%O	5782
SEQ_INV_NGRAM_1_%|%~!that	5737
SEQ_INV_NGRAM_2_%|%~!of@|@~!the	5624
SEQ_NGRAM_2_%|%~!of@|@~!the	5560
SEQ_NGRAM_1_%|%~!at	5506
SEQ_NGRAM_1_%|%~!as	5289
SEQ_INV_NGRAM_1_%|%~!say	5236
SEQ_WIN_NER_L_1_R_1_%|%TITLE%|%O	5048
SEQ_NGRAM_2_%|%~!,@|@~!a	4976
SEQ_NGRAM_1_%|%~!-rrb-	4915
SEQ_INV_NGRAM_1_%|%~!-lrb-	4773
SEQ_INV_NGRAM_1_%|%~!on	4720
SEQ_INV_WIN_NER_L_1_R_2_%|%O%|%O@|@PERSON	4673
SEQ_NGRAM_1_%|%~!she	4601
SEQ_INV_NER_%|%	4543
SEQ_INV_POS_%|%	4543
SEQ_INV_LEMMA_%|%	4543
SEQ_INV_WORD_%|%	4543
DEP_INV_BETW_%|%nn	4408
DEP_INV_BETW_D_%|%nn	4408
DEP_INV_BETW_L_%|%nn	4408
SEQ_WIN_NER_L_1_R_2_%|%O%|%O@|@PERSON	4342
SEQ_NGRAM_1_%|%~!from	4301
SEQ_INV_NGRAM_1_%|%~!at	4239
SEQ_INV_NGRAM_1_%|%~!``	4175
SEQ_INV_NGRAM_1_%|%~!by	4103
SEQ_NGRAM_2_%|%~!,@|@~!the	4062
SEQ_NER_%|%O@|@O	3995
SEQ_INV_NGRAM_1_%|%~!-rrb-	3985
SEQ_NGRAM_2_%|%~!in@|@~!the	3968
SEQ_INV_WIN_NER_L_3_R_1_%|%PERSON@|@PERSON@|@O%|%O	3961
SEQ_NGRAM_1_%|%~!by	3949
