person1_id,person2_id,sentence_id,description,is_true,relation_id,id
APW_ENG_20070212.0156.LDC2009T13_32_16,APW_ENG_20070212.0156.LDC2009T13_32_22,APW_ENG_20070212.0156.LDC2009T13_32,Natalie Maines-Dan Wilson,f,APW_ENG_20070212.0156.LDC2009T13_32_16-APW_ENG_20070212.0156.LDC2009T13_32_22,162351
LTW_ENG_20070718.0033.LDC2009T13_786_20,LTW_ENG_20070718.0033.LDC2009T13_786_26,LTW_ENG_20070718.0033.LDC2009T13_786,Glenn Kessler-Daniel Zelman,f,LTW_ENG_20070718.0033.LDC2009T13_786_20-LTW_ENG_20070718.0033.LDC2009T13_786_26,167176
69602@14_3,69602@14_27,69602@14,Bob Dylan-Slash,f,69602@14_3-69602@14_27,79268
XIN_ENG_20071230.0100.LDC2009T13_20_25,XIN_ENG_20071230.0100.LDC2009T13_20_5,XIN_ENG_20071230.0100.LDC2009T13_20,Bhutto-Benazir Bhutto,f,XIN_ENG_20071230.0100.LDC2009T13_20_25-XIN_ENG_20071230.0100.LDC2009T13_20_5,112307
9812@14_10,9812@14_20,9812@14,George Reeves-Adrien Brody,f,9812@14_10-9812@14_20,60703
38725@42_4,38725@42_8,38725@42,Debbie-Pete,f,38725@42_4-38725@42_8,154440
43951@14_21,43951@14_42,43951@14,John Cassavetes-Josh Hamilton,f,43951@14_21-43951@14_42,59214
AFP_ENG_20080708.0310.LDC2009T13_221_62,AFP_ENG_20080708.0310.LDC2009T13_221_56,AFP_ENG_20080708.0310.LDC2009T13_221,Mohammed Kaif-Dinesh Karthik,f,AFP_ENG_20080708.0310.LDC2009T13_221_62-AFP_ENG_20080708.0310.LDC2009T13_221_56,99312
LTW_ENG_20081028.0150.LDC2009T13_932_33,LTW_ENG_20081028.0150.LDC2009T13_932_0,LTW_ENG_20081028.0150.LDC2009T13_932,Garry Watson-Watson,f,LTW_ENG_20081028.0150.LDC2009T13_932_33-LTW_ENG_20081028.0150.LDC2009T13_932_0,184421
1938@19_17,1938@19_19,1938@19,Helen-Barbara Flynn,f,1938@19_17-1938@19_19,152989
AFP_ENG_20070206.0377.LDC2009T13_739_24,AFP_ENG_20070206.0377.LDC2009T13_739_30,AFP_ENG_20070206.0377.LDC2009T13_739,Frank Lampard-Peter Crouch,f,AFP_ENG_20070206.0377.LDC2009T13_739_24-AFP_ENG_20070206.0377.LDC2009T13_739_30,4630
APW_ENG_20070831.0069.LDC2009T13_61_11,APW_ENG_20070831.0069.LDC2009T13_61_61,APW_ENG_20070831.0069.LDC2009T13_61,Russell Crowe-Tim Burton,f,APW_ENG_20070831.0069.LDC2009T13_61_11-APW_ENG_20070831.0069.LDC2009T13_61_61,216383
eng-WL-11-174594-12964050_112_68,eng-WL-11-174594-12964050_112_16,eng-WL-11-174594-12964050_112,Jennifer Hudson-Carrie Underwood,f,eng-WL-11-174594-12964050_112_68-eng-WL-11-174594-12964050_112_16,261869
APW_ENG_20080706.0381.LDC2009T13_127_2,APW_ENG_20080706.0381.LDC2009T13_127_11,APW_ENG_20080706.0381.LDC2009T13_127,Michael Clarke-Michael Hussey,f,APW_ENG_20080706.0381.LDC2009T13_127_2-APW_ENG_20080706.0381.LDC2009T13_127_11,159800
eng-NG-31-142891-10111036_452_18,eng-NG-31-142891-10111036_452_6,eng-NG-31-142891-10111036_452,Solomon-David,f,eng-NG-31-142891-10111036_452_18-eng-NG-31-142891-10111036_452_6,203070
84645@44_20,84645@44_7,84645@44,Miller-John R. Miller,f,84645@44_20-84645@44_7,117696
APW_ENG_20080201.0077.LDC2009T13_311_30,APW_ENG_20080201.0077.LDC2009T13_311_37,APW_ENG_20080201.0077.LDC2009T13_311,Meryl Streep-Amy Adams,f,APW_ENG_20080201.0077.LDC2009T13_311_30-APW_ENG_20080201.0077.LDC2009T13_311_37,159075
NYT_ENG_20071219.0086.LDC2009T13_1098_14,NYT_ENG_20071219.0086.LDC2009T13_1098_20,NYT_ENG_20071219.0086.LDC2009T13_1098,Ben Gazzara-Fred,f,NYT_ENG_20071219.0086.LDC2009T13_1098_14-NYT_ENG_20071219.0086.LDC2009T13_1098_20,18315
118238@9_11,118238@9_31,118238@9,Keating-Keating,f,118238@9_11-118238@9_31,38630
eng-WL-109-174581-12951210_3822_9,eng-WL-109-174581-12951210_3822_2,eng-WL-109-174581-12951210_3822,Tim Burton-Johnny Depp,f,eng-WL-109-174581-12951210_3822_9-eng-WL-109-174581-12951210_3822_2,29730
97250@1_35,97250@1_14,97250@1,Lauren Hutton-Dustin Hoffman,f,97250@1_35-97250@1_14,232533
eng-WL-11-174595-12967589_114_40,eng-WL-11-174595-12967589_114_61,eng-WL-11-174595-12967589_114,Christopher Guest-Randy Quaid,f,eng-WL-11-174595-12967589_114_40-eng-WL-11-174595-12967589_114_61,106914
140708@9_18,140708@9_21,140708@9,Anthony Edwards-Noah Wyle,f,140708@9_18-140708@9_21,248678
64529@120_23,64529@120_60,64529@120,Josh Brolin-Brolin,f,64529@120_23-64529@120_60,2318
NYT_ENG_20070602.0029.LDC2009T13_76_40,NYT_ENG_20070602.0029.LDC2009T13_76_71,NYT_ENG_20070602.0029.LDC2009T13_76,Elizabeth Taylor-Joan Collins,f,NYT_ENG_20070602.0029.LDC2009T13_76_40-NYT_ENG_20070602.0029.LDC2009T13_76_71,144225
CNA_ENG_20080101.0044.LDC2009T13_25_20,CNA_ENG_20080101.0044.LDC2009T13_25_15,CNA_ENG_20080101.0044.LDC2009T13_25,Chiang Ching-kuo-Chiang Kai-shek,f,CNA_ENG_20080101.0044.LDC2009T13_25_20-CNA_ENG_20080101.0044.LDC2009T13_25_15,278448
38947@0_43,38947@0_46,38947@0,Katherine Heigl-Paul Rudd,f,38947@0_43-38947@0_46,41351
NYT_ENG_20071212.0091.LDC2009T13_203_31,NYT_ENG_20071212.0091.LDC2009T13_203_26,NYT_ENG_20071212.0091.LDC2009T13_203,Ted Turner-Peter Fonda,f,NYT_ENG_20071212.0091.LDC2009T13_203_31-NYT_ENG_20071212.0091.LDC2009T13_203_26,207796
eng-WL-11-174643-12999685_0_14,eng-WL-11-174643-12999685_0_11,eng-WL-11-174643-12999685_0,Sandy Dennis-Richard Burton,f,eng-WL-11-174643-12999685_0_14-eng-WL-11-174643-12999685_0_11,54253
32196@22_19,32196@22_25,32196@22,Olympia Dukakis-Grant,f,32196@22_19-32196@22_25,154420
APW_ENG_20080718.0785.LDC2009T13_33_15,APW_ENG_20080718.0785.LDC2009T13_33_2,APW_ENG_20080718.0785.LDC2009T13_33,Aishwarya Rai Bachchan-Amitabh Bachchan,f,APW_ENG_20080718.0785.LDC2009T13_33_15-APW_ENG_20080718.0785.LDC2009T13_33_2,144719
eng-WL-110-174612-12992696_64_7,eng-WL-110-174612-12992696_64_22,eng-WL-110-174612-12992696_64,Mario Winans-Christina Aguilera,f,eng-WL-110-174612-12992696_64_7-eng-WL-110-174612-12992696_64_22,260666
eng-WL-110-174612-12993306_89_44,eng-WL-110-174612-12993306_89_28,eng-WL-110-174612-12993306_89,Mary J. Blige-Gwen Stefani,f,eng-WL-110-174612-12993306_89_44-eng-WL-110-174612-12993306_89_28,144278
eng-WL-11-174588-12938020_3814_22,eng-WL-11-174588-12938020_3814_25,eng-WL-11-174588-12938020_3814,Shirley MacLaine-Warren Beatty,f,eng-WL-11-174588-12938020_3814_22-eng-WL-11-174588-12938020_3814_25,69479
56239@7_66,56239@7_51,56239@7,Gracie Allen-Milton Berle,f,56239@7_66-56239@7_51,213597
eng-WL-11-174587-12962295_32_20,eng-WL-11-174587-12962295_32_23,eng-WL-11-174587-12962295_32,Spencer Pratt-Stephanie Pratt,f,eng-WL-11-174587-12962295_32_20-eng-WL-11-174587-12962295_32_23,88885
eng-WL-11-174577-12934942_18_2,eng-WL-11-174577-12934942_18_6,eng-WL-11-174577-12934942_18,Lindsay Lohan-Michael Lohan,f,eng-WL-11-174577-12934942_18_2-eng-WL-11-174577-12934942_18_6,89329
145887@21_0,145887@21_14,145887@21,Carl Reiner-Reiner,f,145887@21_0-145887@21_14,191563
AFP_ENG_20070203.0443.LDC2009T13_156_27,AFP_ENG_20070203.0443.LDC2009T13_156_21,AFP_ENG_20070203.0443.LDC2009T13_156,Daniel Vettori-Scott Styris,f,AFP_ENG_20070203.0443.LDC2009T13_156_27-AFP_ENG_20070203.0443.LDC2009T13_156_21,215648
eng-WL-11-174588-12938642_2442_35,eng-WL-11-174588-12938642_2442_53,eng-WL-11-174588-12938642_2442,Robert Mitchum-Nicole Kidman,f,eng-WL-11-174588-12938642_2442_35-eng-WL-11-174588-12938642_2442_53,29376
eng-WL-11-174594-12961480_84_12,eng-WL-11-174594-12961480_84_33,eng-WL-11-174594-12961480_84,David Beckham-David Beckham,f,eng-WL-11-174594-12961480_84_12-eng-WL-11-174594-12961480_84_33,278404
APW_ENG_20071110.0817.LDC2009T13_141_31,APW_ENG_20071110.0817.LDC2009T13_141_57,APW_ENG_20071110.0817.LDC2009T13_141,Oscar Goodman-Rich Little,f,APW_ENG_20071110.0817.LDC2009T13_141_31-APW_ENG_20071110.0817.LDC2009T13_141_57,10463
APW_ENG_20070809.0151.LDC2009T13_372_28,APW_ENG_20070809.0151.LDC2009T13_372_43,APW_ENG_20070809.0151.LDC2009T13_372,Brendon McCullum-Scott Styris,f,APW_ENG_20070809.0151.LDC2009T13_372_28-APW_ENG_20070809.0151.LDC2009T13_372_43,70201
AFP_ENG_20081007.0429.LDC2009T13_279_12,AFP_ENG_20081007.0429.LDC2009T13_279_8,AFP_ENG_20081007.0429.LDC2009T13_279,Hirohito-Akihito,f,AFP_ENG_20081007.0429.LDC2009T13_279_12-AFP_ENG_20081007.0429.LDC2009T13_279_8,83031
45467@27_30,45467@27_51,45467@27,Hugh Dancy-Eileen Atkins,f,45467@27_30-45467@27_51,78151
APW_ENG_20080906.0563.LDC2009T13_117_45,APW_ENG_20080906.0563.LDC2009T13_117_51,APW_ENG_20080906.0563.LDC2009T13_117,John Malkovich-Richard Jenkins,f,APW_ENG_20080906.0563.LDC2009T13_117_45-APW_ENG_20080906.0563.LDC2009T13_117_51,183029
82383@26_79,82383@26_64,82383@26,Michael Douglas-Steve Martin,f,82383@26_79-82383@26_64,157029
NYT_ENG_20080727.0041.LDC2009T13_540_15,NYT_ENG_20080727.0041.LDC2009T13_540_12,NYT_ENG_20080727.0041.LDC2009T13_540,Matt Damon-Jennifer Garner,f,NYT_ENG_20080727.0041.LDC2009T13_540_15-NYT_ENG_20080727.0041.LDC2009T13_540_12,166819
APW_ENG_20080502.0164.LDC2009T13_584_24,APW_ENG_20080502.0164.LDC2009T13_584_1,APW_ENG_20080502.0164.LDC2009T13_584,Eugene McCarthy-Johnson,f,APW_ENG_20080502.0164.LDC2009T13_584_24-APW_ENG_20080502.0164.LDC2009T13_584_1,10609
eng-WL-11-174595-12971749_6_43,eng-WL-11-174595-12971749_6_22,eng-WL-11-174595-12971749_6,Pete-Pete Wentz,f,eng-WL-11-174595-12971749_6_43-eng-WL-11-174595-12971749_6_22,261899
32186@38_88,32186@38_9,32186@38,Laura Ziskin-Sam Raimi,f,32186@38_88-32186@38_9,230965
LTW_ENG_20071116.0017.LDC2009T13_392_21,LTW_ENG_20071116.0017.LDC2009T13_392_8,LTW_ENG_20071116.0017.LDC2009T13_392,George Jones-Conway Twitty,f,LTW_ENG_20071116.0017.LDC2009T13_392_21-LTW_ENG_20071116.0017.LDC2009T13_392_8,170583
eng-NG-31-107915-11999015_46_35,eng-NG-31-107915-11999015_46_57,eng-NG-31-107915-11999015_46,Nigel Mansell-Alain Prost,f,eng-NG-31-107915-11999015_46_35-eng-NG-31-107915-11999015_46_57,273800
AFP_ENG_20080420.0354.LDC2009T13_83_19,AFP_ENG_20080420.0354.LDC2009T13_83_2,AFP_ENG_20080420.0354.LDC2009T13_83,Rupert Murdoch-Cate Blanchett,f,AFP_ENG_20080420.0354.LDC2009T13_83_19-AFP_ENG_20080420.0354.LDC2009T13_83_2,157822
APW_ENG_20081218.0164.LDC2009T13_274_1,APW_ENG_20081218.0164.LDC2009T13_274_12,APW_ENG_20081218.0164.LDC2009T13_274,Jabir Herbert Muhammad-Muhammad Ali,f,APW_ENG_20081218.0164.LDC2009T13_274_1-APW_ENG_20081218.0164.LDC2009T13_274_12,236905
eng-WL-109-174581-12951288_83_20,eng-WL-109-174581-12951288_83_25,eng-WL-109-174581-12951288_83,Jake Gyllenhaal-Maggie Gyllenhaal,f,eng-WL-109-174581-12951288_83_20-eng-WL-109-174581-12951288_83_25,208356
eng-WL-110-174612-12991749_58_150,eng-WL-110-174612-12991749_58_49,eng-WL-110-174612-12991749_58,Michelle Williams-Ashlee Simpson,f,eng-WL-110-174612-12991749_58_150-eng-WL-110-174612-12991749_58_49,208910
eng-WL-11-174588-12938193_6_53,eng-WL-11-174588-12938193_6_32,eng-WL-11-174588-12938193_6,Tony Bennett-John Quincy Adams,f,eng-WL-11-174588-12938193_6_53-eng-WL-11-174588-12938193_6_32,68936
145465@12_28,145465@12_52,145465@12,David Fincher-Nicole Kidman,f,145465@12_28-145465@12_52,96022
APW_ENG_20070803.0940.LDC2009T13_226_13,APW_ENG_20070803.0940.LDC2009T13_226_0,APW_ENG_20070803.0940.LDC2009T13_226,David-Madonna,f,APW_ENG_20070803.0940.LDC2009T13_226_13-APW_ENG_20070803.0940.LDC2009T13_226_0,66389
32196@35_14,32196@35_26,32196@35,Olympia Dukakis-Michael Murphy,f,32196@35_14-32196@35_26,211689
eng-WL-11-174577-12937083_10_9,eng-WL-11-174577-12937083_10_2,eng-WL-11-174577-12937083_10,Lindsay-Lindsay Lohan,f,eng-WL-11-174577-12937083_10_9-eng-WL-11-174577-12937083_10_2,241028
82383@26_23,82383@26_67,82383@26,James Denton-Paul Newman,f,82383@26_23-82383@26_67,233089
39154@3_59,39154@3_65,39154@3,Audrey Hepburn-Paul Newman,f,39154@3_59-39154@3_65,211861
APW_ENG_20070524.0883.LDC2009T13_361_33,APW_ENG_20070524.0883.LDC2009T13_361_30,APW_ENG_20070524.0883.LDC2009T13_361,Maggie Cheung-Don Cheadle,f,APW_ENG_20070524.0883.LDC2009T13_361_33-APW_ENG_20070524.0883.LDC2009T13_361_30,255063
LTW_ENG_20081203.0075.LDC2009T13_535_66,LTW_ENG_20081203.0075.LDC2009T13_535_81,LTW_ENG_20081203.0075.LDC2009T13_535,Ellen Burstyn-Tom Fontana,f,LTW_ENG_20081203.0075.LDC2009T13_535_66-LTW_ENG_20081203.0075.LDC2009T13_535_81,204228
eng-WL-11-174598-12965250_4206_29,eng-WL-11-174598-12965250_4206_6,eng-WL-11-174598-12965250_4206,Anne-Joachim,f,eng-WL-11-174598-12965250_4206_29-eng-WL-11-174598-12965250_4206_6,87161
39154@3_59,39154@3_62,39154@3,Audrey Hepburn-Tony Curtis,f,39154@3_59-39154@3_62,211862
eng-WL-11-174595-12967589_114_61,eng-WL-11-174595-12967589_114_30,eng-WL-11-174595-12967589_114,Randy Quaid-Maggie Gyllenhaal,f,eng-WL-11-174595-12967589_114_61-eng-WL-11-174595-12967589_114_30,12793
23932@29_16,23932@29_3,23932@29,Clinton-Bill Clinton,f,23932@29_16-23932@29_3,78089
LTW_ENG_20070512.0018.LDC2009T13_1371_7,LTW_ENG_20070512.0018.LDC2009T13_1371_13,LTW_ENG_20070512.0018.LDC2009T13_1371,Toni Collette-Hugh Dancy,f,LTW_ENG_20070512.0018.LDC2009T13_1371_7-LTW_ENG_20070512.0018.LDC2009T13_1371_13,50267
APW_ENG_20080129.1357.LDC2009T13_213_15,APW_ENG_20080129.1357.LDC2009T13_213_6,APW_ENG_20080129.1357.LDC2009T13_213,Ringo Starr-Paul McCartney,f,APW_ENG_20080129.1357.LDC2009T13_213_15-APW_ENG_20080129.1357.LDC2009T13_213_6,232250
eng-WL-110-174612-12993715_71_71,eng-WL-110-174612-12993715_71_38,eng-WL-110-174612-12993715_71,Claudette Ortiz-Jermaine Dupri,f,eng-WL-110-174612-12993715_71_71-eng-WL-110-174612-12993715_71_38,164811
eng-WL-110-174612-12993900_9_39,eng-WL-110-174612-12993900_9_51,eng-WL-110-174612-12993900_9,Janet Jackson-Toni Braxton,f,eng-WL-110-174612-12993900_9_39-eng-WL-110-174612-12993900_9_51,183171
eng-WL-11-174592-12942453_16_19,eng-WL-11-174592-12942453_16_22,eng-WL-11-174592-12942453_16,Sara Ramirez-Eric Dane,f,eng-WL-11-174592-12942453_16_19-eng-WL-11-174592-12942453_16_22,83926
eng-WL-110-174612-12992360_67_52,eng-WL-110-174612-12992360_67_27,eng-WL-110-174612-12992360_67,Nelly Furtado-Chris Brown,f,eng-WL-110-174612-12992360_67_52-eng-WL-110-174612-12992360_67_27,143342
APW_ENG_20071219.0993.LDC2009T13_700_23,APW_ENG_20071219.0993.LDC2009T13_700_9,APW_ENG_20071219.0993.LDC2009T13_700,Ishmael-Abraham,f,APW_ENG_20071219.0993.LDC2009T13_700_23-APW_ENG_20071219.0993.LDC2009T13_700_9,118351
eng-NG-31-142446-10045942_275_14,eng-NG-31-142446-10045942_275_12,eng-NG-31-142446-10045942_275,Jacob-Esau,f,eng-NG-31-142446-10045942_275_14-eng-NG-31-142446-10045942_275_12,87219
NYT_ENG_20080213.0066.LDC2009T13_659_2,NYT_ENG_20080213.0066.LDC2009T13_659_5,NYT_ENG_20080213.0066.LDC2009T13_659,Hayden Christensen-David Rice,f,NYT_ENG_20080213.0066.LDC2009T13_659_2-NYT_ENG_20080213.0066.LDC2009T13_659_5,188707
eng-NG-31-101177-10944963_741_22,eng-NG-31-101177-10944963_741_18,eng-NG-31-101177-10944963_741,John-Michael,f,eng-NG-31-101177-10944963_741_22-eng-NG-31-101177-10944963_741_18,5828
APW_ENG_20070917.0792.LDC2009T13_267_41,APW_ENG_20070917.0792.LDC2009T13_267_26,APW_ENG_20070917.0792.LDC2009T13_267,Lisa Rinna-Kevin Bacon,f,APW_ENG_20070917.0792.LDC2009T13_267_41-APW_ENG_20070917.0792.LDC2009T13_267_26,7569
93111@27_20,93111@27_10,93111@27,Bill Clinton-Clinton,f,93111@27_20-93111@27_10,251847
eng-WL-110-174612-12992130_44_55,eng-WL-110-174612-12992130_44_29,eng-WL-110-174612-12992130_44,Claudette Ortiz-Solange Knowles,f,eng-WL-110-174612-12992130_44_55-eng-WL-110-174612-12992130_44_29,54593
NYT_ENG_20080111.0204.LDC2009T13_637_3,NYT_ENG_20080111.0204.LDC2009T13_637_43,NYT_ENG_20080111.0204.LDC2009T13_637,Leonardo DiCaprio-Claudia Jordan,f,NYT_ENG_20080111.0204.LDC2009T13_637_3-NYT_ENG_20080111.0204.LDC2009T13_637_43,35167
XIN_ENG_20071126.0056.LDC2009T13_16_1,XIN_ENG_20071126.0056.LDC2009T13_16_14,XIN_ENG_20071126.0056.LDC2009T13_16,Shao Hua-Mao Zedong,f,XIN_ENG_20071126.0056.LDC2009T13_16_1-XIN_ENG_20071126.0056.LDC2009T13_16_14,263175
99711@5_47,99711@5_38,99711@5,Dustin Hoffman-Josh Hartnett,f,99711@5_47-99711@5_38,251970
38715@10_42,38715@10_45,38715@10,Nick Nolte-Gena Rowlands,f,38715@10_42-38715@10_45,211881
40427@30_17,40427@30_8,40427@30,Kevin Federline-Whitney Houston,f,40427@30_17-40427@30_8,211786
48462@12_16,48462@12_1,48462@12,Scott-Johnson,f,48462@12_16-48462@12_1,174623
72549@33_2,72549@33_33,72549@33,Anthony Hopkins-Kevin McCarthy,f,72549@33_2-72549@33_33,271219
48462@12_1,48462@12_5,48462@12,Johnson-Luci Baines Johnson,f,48462@12_1-48462@12_5,60076
115861@13_20,115861@13_15,115861@13,Hillary Rodham Clinton-Michelle Obama,f,115861@13_20-115861@13_15,248197
NYT_ENG_20070516.0060.LDC2009T13_790_8,NYT_ENG_20070516.0060.LDC2009T13_790_12,NYT_ENG_20070516.0060.LDC2009T13_790,Chris Miller-Mike Myers,f,NYT_ENG_20070516.0060.LDC2009T13_790_8-NYT_ENG_20070516.0060.LDC2009T13_790_12,54431
LTW_ENG_20080114.0062.LDC2009T13_232_5,LTW_ENG_20080114.0062.LDC2009T13_232_8,LTW_ENG_20080114.0062.LDC2009T13_232,Diego Rivera-Rivera,f,LTW_ENG_20080114.0062.LDC2009T13_232_5-LTW_ENG_20080114.0062.LDC2009T13_232_8,127285
AFP_ENG_20080815.0729.LDC2009T13_8_17,AFP_ENG_20080815.0729.LDC2009T13_8_23,AFP_ENG_20080815.0729.LDC2009T13_8,Michael Clarke-Michael Hussey,f,AFP_ENG_20080815.0729.LDC2009T13_8_17-AFP_ENG_20080815.0729.LDC2009T13_8_23,255918
34568@64_0,34568@64_11,34568@64,Gary Valentine-Kevin James,f,34568@64_0-34568@64_11,2056
87407@56_70,87407@56_77,87407@56,Tommy Lee Jones-Reese Witherspoon,f,87407@56_70-87407@56_77,3790
LTW_ENG_20080825.0033.LDC2009T13_42_13,LTW_ENG_20080825.0033.LDC2009T13_42_24,LTW_ENG_20080825.0033.LDC2009T13_42,Ken Burns-John F. Kennedy,f,LTW_ENG_20080825.0033.LDC2009T13_42_13-LTW_ENG_20080825.0033.LDC2009T13_42_24,280725
NYT_ENG_20071024.0173.LDC2009T13_464_24,NYT_ENG_20071024.0173.LDC2009T13_464_21,NYT_ENG_20071024.0173.LDC2009T13_464,S. Epatha Merkerson-Jeffrey Tambor,f,NYT_ENG_20071024.0173.LDC2009T13_464_24-NYT_ENG_20071024.0173.LDC2009T13_464_21,11864
eng-WL-110-174612-12992871_77_25,eng-WL-110-174612-12992871_77_34,eng-WL-110-174612-12992871_77,Syleena Johnson-Christina Milian,f,eng-WL-110-174612-12992871_77_25-eng-WL-110-174612-12992871_77_34,246480
APW_ENG_20070816.1525.LDC2009T13_691_66,APW_ENG_20070816.1525.LDC2009T13_691_40,APW_ENG_20070816.1525.LDC2009T13_691,Theodore Roosevelt-Lynda Bird Johnson Robb,f,APW_ENG_20070816.1525.LDC2009T13_691_66-APW_ENG_20070816.1525.LDC2009T13_691_40,256413
45172@25_22,45172@25_34,45172@25,Hugh Dancy-Glenn Close,f,45172@25_22-45172@25_34,231518
eng-WL-110-174612-12992170_183_45,eng-WL-110-174612-12992170_183_42,eng-WL-110-174612-12992170_183,Deborah Cox-Terry Lewis,f,eng-WL-110-174612-12992170_183_45-eng-WL-110-174612-12992170_183_42,106048
LTW_ENG_20080906.0018.LDC2009T13_794_11,LTW_ENG_20080906.0018.LDC2009T13_794_27,LTW_ENG_20080906.0018.LDC2009T13_794,Kenneth Koch-Jean Tinguely,f,LTW_ENG_20080906.0018.LDC2009T13_794_11-LTW_ENG_20080906.0018.LDC2009T13_794_27,185079
102122@21_57,102122@21_20,102122@21,Diane Schuur-Dexter Gordon,f,102122@21_57-102122@21_20,94816
APW_ENG_20070527.0119.LDC2009T13_86_17,APW_ENG_20070527.0119.LDC2009T13_86_28,APW_ENG_20070527.0119.LDC2009T13_86,Jennifer Lopez-Enrique Iglesias,f,APW_ENG_20070527.0119.LDC2009T13_86_17-APW_ENG_20070527.0119.LDC2009T13_86_28,197338
eng-NG-31-100892-10928115_231_3,eng-NG-31-100892-10928115_231_7,eng-NG-31-100892-10928115_231,Noah-Shem,f,eng-NG-31-100892-10928115_231_3-eng-NG-31-100892-10928115_231_7,178842
118549@39_3,118549@39_52,118549@39,Johnson-Johnson,f,118549@39_3-118549@39_52,152146
